,star_ra_deg,star_dec_deg,star_distance_pc,star_radius_solar,star_teff_k,planet_orbit_semi_major_axis_au,planet_orbit_eccentricity,planet_orbit_inclination_deg,planet_radius_earth,planet_equilibrium_temp_k,planet_orbital_period_days,star_luminosity_solar,ra_rad,dec_rad,star_cartesian_x,star_cartesian_y,star_cartesian_z,star_habitable_zone_inner_au,star_habitable_zone_outer_au
4931,269.014,-29.0828889,7100.0,,,1.8,,,13.5,,,,4.695180033960026,-0.5075921672967119,-106.77303664398244,-6203.8949741617635,-3451.1283181325252,,
4932,269.014,-29.0828889,7100.0,,,0.8,,,13.2,,,,4.695180033960026,-0.5075921672967119,-106.77303664398244,-6203.8949741617635,-3451.1283181325252,,
4933,270.02925,-32.3752778,5760.0,,,4.06,,,13.9,,,,4.712899489190898,-0.5650551938578262,2.483451719247557,-4864.659479529486,-3084.263604280846,,
4934,268.355875,-31.7247194,5700.0,,,3.23,,,4.41,,,,4.683693585820339,-0.55370080780132,-139.10566843107884,-4846.334660557605,-2997.2804291371112,,
4935,269.79275,-27.8350833,7400.0,,,1.54,,,2.83,,,,4.708771785509931,-0.4858138511518886,-23.67009292090878,-6543.741906759884,-3455.268670366407,,
4936,271.077625,-28.1940833,1550.0,,,1.68,,,9.32,,,,4.731197084736494,-0.49207958316654815,25.69216095621231,-1365.8543633583324,-732.3126183266297,,
4937,269.693417,-27.6179444,2510.0,,,4.51,,,14.1,,,,4.707038097604048,-0.4820240624127298,-11.90034223757851,-2223.97483715398,-1163.5696393257074,,
4938,269.755625,-29.1683611,5370.0,,,1.21,,,13.8,,,,4.708123832025128,-0.509083938605635,-19.999379986043166,-4688.994854825773,-2617.217468269996,,
4939,265.548708,-26.1378889,6220.0,,,3.3,,,14.0,,,,4.634699279017006,-0.4561922208254789,-433.376873051152,-5567.077810240908,-2740.114804278775,,
4940,268.962375,-31.817,7880.0,,,1.36,,,13.8,,,,4.694279007733684,-0.5553114081070358,-121.25633740377049,-6694.824076134017,-4154.3985714247165,,
4941,269.956042,-28.5286389,7600.0,,,2.8,,,12.9,,,,4.7116217685520985,-0.49791867991753336,-5.122823728023992,-6677.194622505769,-3629.7445819034015,,
4942,265.4035,-34.70175,6370.0,,,1.84,,,12.7,,,,4.632164921316771,-0.6056597937039422,-419.6786212902747,-5220.103583922179,-3626.470519383099,,
4943,266.6794583,-23.5843111,5830.0,,,2.8,,,12.7,,,,4.654434594769921,-0.41162388050964566,-309.478921470002,-5334.063284142893,-2332.571901983837,,
4944,264.0267083,-26.1459889,6980.0,,,1.23,,,14.2,,,,4.608135373037641,-0.4563335924948904,-652.046014077686,-6231.745785153055,-3075.8056610833737,,
4945,263.46525,-24.8103611,5830.0,,,2.18,,,13.1,,,,4.598336077089991,-0.43302248980372215,-602.2489378649723,-5257.518999992785,-2446.362643100032,,
4946,266.406,-24.4472778,4400.0,,,3.29,,,13.1,,,,4.649661847068014,-0.42668549075971574,-251.08922959209326,-3997.629258931218,-1820.9652679059777,,
4947,266.406,-24.4472778,4400.0,,,2.77,,,12.5,,,,4.649661847068014,-0.42668549075971574,-251.08922959209326,-3997.629258931218,-1820.9652679059777,,
4948,265.7404167,-27.7728806,5630.0,,,6.99,,,13.1,,,,4.6380452270367245,-0.48472820923325827,-369.9973896298131,-4967.673327691979,-2623.39925306935,,
4949,267.91325,-29.611,3630.0,,,2.65,,,12.3,,,,4.675968322218698,-0.5168094448080409,-114.91535827370586,-3153.8294250865692,-1793.614902338555,,
4950,274.0142917,-25.7746667,980.0,,,1.9,,,1.39,,,,4.78245158768517,-0.44985279751914153,61.77974116558539,-880.3357875767547,-426.1363217247837,,
4951,270.166375,-27.3415833,6800.0,,,3.4,,,1.38,,,,4.715292771927696,-0.47720065129329653,17.539840506528055,-6040.306595034479,-3123.2016572706266,,
4952,269.2465417,-27.9754444,6070.0,,,5.19,,,13.5,,,,4.699238652273211,-0.48826361448860955,-70.49309921727628,-5360.249195998613,-2847.3951744987867,,
4953,271.9492083,-27.0335556,5900.0,,,3.2,,,13.3,,,,4.746409083026891,-0.47182455374095117,178.75370367468776,-5252.327983751973,-2681.622244932816,,
4954,270.0964583,-28.6311389,5600.0,,,2.7,,,6.79,,,,4.714072495310566,-0.4997076424008275,8.274887869725383,-4915.240087814717,-2683.34612105295,,
4955,267.186875,-23.7415194,5120.0,,,3.7,,,12.9,,,,4.663290686864524,-0.41436768295610865,-230.01652853837675,-4681.052092625472,-2061.3693756155967,,
4956,267.8677483,-29.8764758,1344.97,1.17,5950.0,0.0434,0.82,90.0,14.011,1702.0,3.101278,0.188,4.675174167738444,-0.5214428716024069,-43.390838507183844,-1165.4178082472743,-669.9722891685618,0.4134115273055299,0.5955812128770311
4957,163.324115,-61.4056976,1068.33,0.83,5040.0,0.0473,0.54,88.3,11.422,1019.0,4.0144463,-0.339,2.8505435546558586,-1.07173160260398,-489.8037145080089,146.72347799608718,-938.0264021651462,,
4958,163.1010355,-61.4468591,566.459,0.77,4790.0,0.02289,0.15,87.8,12.251,1342.0,1.4324752,-0.529,2.8466500828871557,-1.0724500063040396,-259.06106565324313,78.70365558965025,-497.56295836851814,,
4959,162.6440933,-61.9572476,2012.62,1.32,6210.0,0.03035,0.6,83.4,13.45,2013.0,1.689868,0.371,2.8386749370058495,-1.0813579660933548,-903.1135432018406,282.25554528458446,-1776.332457520697,0.5807518637703432,0.8366600265340756
4960,167.3279228,-61.0952624,2501.75,1.14,5924.0,0.051,0.0,85.7,12.666,1550.0,3.9791,0.241,2.9204231833828893,-1.0663134862498929,-1179.7777844014684,265.27031379670194,-2190.0934004171972,0.46807147861294546,0.6743270579860158
4961,160.0598236,-62.4555353,1515.26,1.64,6325.0,0.051,0.0,87.2,15.244,1686.0,3.67724,0.267,2.793570921981323,-1.0900547270805445,-658.703816407738,238.97000172478909,-1343.5086483255457,0.4926735965396083,0.7097700929918507
4962,269.1479583,-29.5392222,282.8391387,1.74,6050.0,0.02383,0.67,77.6,15.278,2212.0,1.2119189,0.35,4.6975180473554,-0.5155566858682029,-3.659233763583692,-246.04804637417215,-139.44514069796224,0.5640760748177661,0.8126360553720011
4963,166.9798793,-61.1462496,1627.63,1.53,6933.0,0.0308,,79.8,18.046,2034.0,2.4855335,0.512,2.914348678367724,-1.0672033807662658,-765.2611911671718,176.95755236633818,-1425.5668173936697,0.6822422923379534,0.9828721869343219
4964,245.604961,-24.0872219,136.165592,0.23,2375.0,243.0,,,12.3,2175.0,7300000.0,-2.77,4.2866152286822645,-0.4204013298134843,-51.34279760188853,-113.2106239782579,-55.57283686816314,,
4965,212.0421402,-41.3980405,113.064,1.26,3972.0,20.0,0.19,140.0,30.488,1204.0,43500.0,-0.456,3.7008334994654275,-0.7225321105989596,-71.89252558037055,-44.9969915866929,-74.76766419932383,,
4966,212.0421402,-41.3980405,113.064,1.06,3972.0,34.0,0.11,132.0,22.866,995.0,,-0.489,3.7008334994654275,-0.7225321105989596,-71.89252558037055,-44.9969915866929,-74.76766419932383,,
4967,298.2150641,39.9550863,1033.16,1.73,6407.0,0.652,0.0702,90.05,6.18,481.0,138.317,0.66,5.20483474759094,0.6973478088534788,374.42801991030586,-697.864670994162,663.4818343287611,0.7745966692414834,1.1159224968016033
4968,289.7636212,51.962683,343.863,0.95,5734.0,0.833,0.215,89.898,9.337,295.0,282.52542,-0.058,5.057329242441642,0.9069199065200846,71.64507849310957,-199.39900791619013,270.829801053642,,
4969,203.6087259,-66.5811639,747.959,0.59,4400.0,0.03734,,88.06,10.548,,3.1606296,-1.087,3.553642652745655,-1.1620605298649886,-272.39451142243195,-119.05564189051351,-686.3451390969213,,
4970,53.2472749,54.5791636,504.9331206,,,10.26,0.236,,1.22,,10140.0,,0.9293402647195343,0.9525861078046414,175.10959580814045,234.47692479287625,411.4786233505207,,
4971,195.0149029,12.6823534,600.0,,,0.19,0.0,50.0,0.338,,25.262,,3.403652146062038,0.22134882373149742,-565.3761958842956,-151.64972130376148,131.7274426833456,,
4972,195.0149029,12.6823534,600.0,,,0.36,0.0186,53.0,1.91,,66.5419,,3.403652146062038,0.22134882373149742,-565.3761958842956,-151.64972130376148,131.7274426833456,,
4973,195.0149029,12.6823534,600.0,,,0.46,0.0264,47.0,1.8,,98.2114,,3.403652146062038,0.22134882373149742,-565.3761958842956,-151.64972130376148,131.7274426833456,,
4974,245.9092617,-26.5315944,,,,23.0,,,13.3,,,,4.291926277813388,-0.4630636780836894,,,,,
4975,259.7919708,-14.6336,1200.0,,4500.0,0.0044,0.06,,,,0.09070629,,4.534225260704967,-0.2554045014198422,-205.76851961492127,-1142.6945356301658,-303.16417099723935,,
4976,350.6443481,-26.8495331,230.0,,,0.0102,0.0017,,13.9,,0.322964,,6.119898377854123,-0.4686127552181999,202.47543085012663,-33.35859556412309,-103.87927610474024,,
4977,283.2745823,-50.1808952,47.0648,1.26,5169.0,27.0,0.52,91.73,11.9,,44000.0,0.007,4.944074148346652,-0.8758218428382184,6.920385493601522,-29.333409542723988,-36.14906289599744,0.07977240352174655,0.11492409307804574
4978,130.4324005,20.2268164,180.64,1.15,6174.0,0.06,0.0,,14.2,,4.4264,0.245,2.276474840004898,0.3530245433763864,-109.92940890562129,129.0187267952397,62.4540054263616,0.47193990372426947,0.6799001036500849
4979,130.547744,19.276957,182.714,0.83,5300.0,0.03176,0.011,,13.4,,2.1461,-0.336,2.2784879638506723,0.33644636941536854,-112.11949790198204,131.0537738016005,60.32024832978029,,
4980,130.547744,19.276957,182.714,0.83,5300.0,5.5,0.71,,12.6,,4850.0,-0.336,2.2784879638506723,0.33644636941536854,-112.11949790198204,131.0537738016005,60.32024832978029,,
4981,217.3934657,-62.6761821,1.30119,0.14,2900.0,0.04856,0.02,,1.03,234.0,11.1868,-2.796,3.7942317487863595,-1.0939057402245338,-0.47452204089113964,-0.36271375151586327,-1.1560116709055304,,
4982,303.3818697,65.1623313,185.615,0.8,5013.0,0.02332,0.0,84.08,12.812,1418.0,1.4200242,-0.438,5.295012517121421,1.137297229460357,42.89893022463397,-65.10446070658213,168.44589400364464,,
4983,284.4439052,69.5708373,559.068,1.25,6124.0,0.0286,0.0,85.87,17.295,1955.0,1.645321,0.3,4.96448268297062,1.2142401742542819,48.67470573018989,-188.97416918529828,523.9051107088054,0.5222329678670935,0.7523547938632787
4984,,,,,,0.02153,0.0,86.12,14.056,1344.0,1.33711647,,,,,,,,
4985,359.1519716,36.2129562,735.601,1.27,6007.0,0.03783,0.0,86.8,12.285,1681.0,2.5079204,0.279,6.268384419449167,0.6320353175704942,593.4375488983468,-8.784043974899543,434.5843385695914,0.5036232357987106,0.7255446880376305
4986,4.859275,44.0275965,329.036,0.85,5215.0,0.02803,0.0,87.5,12.722,1385.0,1.8053564,-0.318,0.08481034800984746,0.7684265206645317,235.7282528122109,20.040266723719597,228.68158612302952,,
4987,7.0539375,42.0613451,367.658,1.08,5747.0,0.04127,0.0,88.74,12.408,1415.0,2.8792319,0.056,0.12311443460489752,0.7341089598125835,270.8935508568675,33.520435980578156,246.3036123158362,0.22563042992710647,0.3250544221488004
4988,222.2100773,22.1526136,100.848,0.72,5052.0,0.0423,0.0,86.01,11.904,1006.0,3.506195,-0.514,3.878297479996111,0.3866360452420741,-69.18283864516587,-62.75334333861876,38.02725129196661,,
4989,358.5151344,37.0218242,705.981,1.56,6387.0,0.0352,0.0,89.0,19.055,2053.0,2.032046,0.563,6.257269513509986,0.6461527273845157,563.4703460869064,-14.606051320654405,425.08470297873623,0.7154146922017899,1.030661996458294
4990,157.4123405,70.5270835,281.498,1.32,5738.0,0.0474,0.0,89.29,14.404,1457.0,3.71495,0.228,2.747363624995417,1.2309298189039664,-86.64229391628233,36.04381330181364,265.39608217075954,0.45527214638359687,0.6558877032276814
4991,160.748095,60.9641194,213.771,0.7,4309.0,0.0234,0.0,89.23,11.31,1134.0,1.540731,-0.821,2.805583524058634,1.06402460910895,-97.95310501478625,34.2104096231118,186.9033909065888,,
4992,246.6167993,-25.446695,136.65,1.07,3850.0,210.0,0.83,,12.2,,,-0.79,4.304275138515047,-0.4441286115007784,-48.97204704551093,-113.25882111598105,-58.71456844421554,,
4993,247.8125493,-24.545577,143.59,1.34,3433.0,157.0,0.58,,12.5,1975.0,,-0.792,4.3251449130457695,-0.4284011354517922,-49.324781935234014,-120.94240276761298,-59.64972086974163,,
4994,65.2733756,-48.6542601,21.1916,0.19,3904.0,5.3,0.0,17.6,13.0,,4343.5,-2.108,1.1392353181109292,-0.8491770338667056,5.855712627633535,12.715664731827717,-15.909318357815522,,
4995,176.9376036,0.7992898,3.37454,0.2,3192.0,0.0496,0.116,,1.11,301.0,9.8658,-2.441,3.0881437534085716,0.013950238687606973,-3.36939309592983,0.180262044587798,0.04707411158399602,,
4996,195.1912147,12.3755996,11.5094,0.56,3965.42,1100.0,,,14.011,,,-1.298,3.4067293674821557,0.2159949599284932,-10.849131954724353,-2.945857666799322,2.4666874135039065,,
4997,230.9613022,17.4605347,11.2103,0.21,3071.0,0.05366,0.33,,1.83,,10.77,-2.445,4.031035168083623,0.30474381967372033,-6.735420609491819,-8.306074907586485,3.363637158314647,,
4998,312.3632611,33.6123832,,0.12,2800.0,0.00733,,89.44,0.977,553.0,0.71912603,-3.078,5.4517673684617245,0.5866467562820277,,,,,
4999,246.8312363,-24.6946687,112.3172158,1.1,3828.93,,,,12.3,,,-0.628,4.308017770203146,-0.43100327650418785,-40.14884954636381,-93.81550507555161,-46.924171304204854,,
5000,269.7583333,-29.1981944,8500.0,1.45,,0.03,,,12.666,,1.796,,4.70817110077726,-0.5096046279173702,-31.29644032779912,-7419.902331792172,-4146.5732743420685,,
5001,269.7246667,-29.1890556,8500.0,1.18,,0.055,,,9.079,,4.2,,4.707583507759309,-0.509445125767689,-35.65949529116436,-7420.543946632431,-4145.389720700863,,
5002,64.715445,17.3878826,121.402,1.17,4620.0,0.0968,,,13.5,,10.79,-0.25,1.1294975921433017,0.3034758013202322,49.483034952538,104.75524764629678,36.279649205152694,,
5003,76.928,24.7989611,505.0,1.42,5805.0,0.94,,,4.72,,,0.317,1.3426468869741979,0.43282352226899473,103.6858773954356,446.5519557027357,211.8149892873511,0.5368256869616227,0.7733777909580607
5004,124.0338967,33.2914532,189.875,1.02,5844.0,0.163,0.105,89.76,7.23,703.0,23.624,0.032,2.164799881493529,0.5810454711136023,-88.82983455350717,131.5277304929613,104.22203332101847,0.17056057308448835,0.24571804673358047
5005,124.0338967,33.2914532,189.875,1.02,5844.0,2.0,0.566,,12.9,200.0,1010.0,0.032,2.164799881493529,0.5810454711136023,-88.82983455350717,131.5277304929613,104.22203332101847,0.17056057308448835,0.24571804673358047
5006,128.6616644,31.5539793,250.956,1.38,6050.0,0.90281,0.0271,91.79,11.25,,200.452,0.671,2.245569664875975,0.5507208308911357,-133.59740511305094,166.98566633398877,131.32568112160357,0.7810249675906654,1.1251834232022158
5007,22.4458116,-60.7399096,306.063,1.09,5788.0,0.1207,0.575,87.0,12.52,974.0,15.168865,0.078,0.39175331570233646,-1.0601114098837119,138.26267983754062,57.117137384629004,-267.0124041128561,0.26628760937957835,0.38362717750539355
5008,95.3088995,53.2950203,324.448,1.4,6166.0,0.641,0.9412,85.17,13.294,,165.7719,0.408,1.6634541027273773,0.930173579152216,-17.942578576567026,193.08903685250726,260.1176511223235,0.6090230627070627,0.8773889221746061
5009,227.5321527,72.7103128,505.703,1.82,5988.0,0.051,0.03,86.0,16.701,1762.0,3.660028,0.61,3.971185218765506,1.2690343585149773,-101.47661631998575,-110.86713589947173,482.85246061990244,0.7446780878644507,1.0728203000626038
5010,57.6572277,-15.0262251,285.584,1.06,5951.0,0.369,0.448,89.59,11.209,,76.8,0.097,1.0063084609370774,-0.2622571021408142,147.55858588681872,233.02926842239046,-74.04083228602875,0.2969542358374741,0.42780704520207274
5011,57.6572277,-15.0262251,285.584,1.06,5951.0,0.591,0.254,90.0,12.6,,155.3,0.097,1.0063084609370774,-0.2622571021408142,147.55858588681872,233.02926842239046,-74.04083228602875,0.2969542358374741,0.42780704520207274
5012,305.8398236,54.3943194,555.546,3.13,4900.0,0.0622,0.406,,6.21,,4.21285367,0.707,5.337911905538657,0.9493599679114265,189.38150844247718,-262.1996214960825,451.68281001535036,0.801702733391419,1.1549728413044797
5013,310.2917002,3.6382967,93.7345,1.09,5756.0,0.1291,0.6058,89.57,12.184,806.0,16.24921,0.067,5.415611810101147,0.06350025657944437,60.493990550950365,-71.35301622912039,5.948165471673692,0.24679767200905867,0.3555490041325143
5014,83.8689794,-14.5971909,90.5369,0.53,3572.0,0.02065,0.009,84.35,13.316,872.0,1.44044527,-1.385,1.4637898308172983,-0.25476904274715434,9.357439803705631,87.1133754959629,-22.81728273983113,,
5015,38.4706782,-10.6573827,253.385,1.15,5757.0,0.33,0.018,,11.5,517.0,69.048,0.114,0.6714400000652057,-0.18600641776008306,194.95990204663096,154.91527336868606,-46.85992846850412,0.32192602199319587,0.4637826426491633
5016,337.5102738,-75.6465606,129.804,1.26,6146.0,0.09103,0.18,87.53,2.87,1135.0,9.139703,0.384,5.890665537117553,-1.3202815502794172,29.73150725185194,-12.308948101877137,-125.7521597792991,0.5908391567007971,0.8511922825582904
5017,337.5102738,-75.6465606,129.804,1.26,6146.0,0.2263,0.237,,6.48,719.0,35.806,0.384,5.890665537117553,-1.3202815502794172,29.73150725185194,-12.308948101877137,-125.7521597792991,0.5908391567007971,0.8511922825582904
5018,38.1209678,-78.0236828,82.1733,0.84,5328.0,0.052,0.177,85.913,2.265,1077.0,4.11296,-0.274,0.6653364021567393,-1.3617701593916685,13.414622208940367,10.526337073657551,-80.38467124827436,,
5019,38.1209678,-78.0236828,82.1733,0.84,5328.0,0.08,0.14,,3.1,859.0,7.972,-0.274,0.6653364021567393,-1.3617701593916685,13.414622208940367,10.526337073657551,-80.38467124827436,,
5020,296.0039349,-47.5620305,68.0726,0.73,4734.0,0.06152,0.047,87.709,2.587,784.0,6.443868,-0.623,5.166243262863952,-0.8301140311589649,20.139334737592286,-41.28455904855945,-50.23814538031053,,
5021,296.0039349,-47.5620305,68.0726,0.73,4734.0,0.09429,0.088,88.455,2.651,634.0,12.226574,-0.623,5.166243262863952,-0.8301140311589649,20.139334737592286,-41.28455904855945,-50.23814538031053,,
5022,309.9712091,-65.4496994,61.4592,0.58,3875.0,0.01159,0.0,84.67,1.791,1323.0,0.6047328,-1.144,5.4100181851828095,-1.1423127489705571,16.404265914568203,-19.569805322802058,-55.903095120679716,,
5023,155.6078632,-82.2188693,281.314,1.81,6311.0,0.0561,0.025,88.63,14.572,1728.0,4.0782387,0.671,2.7158695548329197,-1.4349899765518854,-34.68727658961864,15.729106863810097,-278.72379632184646,0.7810249675906654,1.1251834232022158
5024,286.3760037,-41.4376399,58.2609,0.7,4360.0,0.0453,0.052162,87.49,3.66,825.0,4.074554,-0.854,4.998204163268464,-0.7232232505107739,12.314229248478917,-41.90495020077113,-38.55732583435731,,
5025,286.3760037,-41.4376399,58.2609,0.7,4360.0,0.0731,0.0398,87.61,13.0,650.0,8.3501898,-0.854,4.998204163268464,-0.7232232505107739,12.314229248478917,-41.90495020077113,-38.55732583435731,,
5026,193.3963704,85.1294952,114.048,1.15,5962.7,0.082337,0.0,89.97,9.341,1074.0,8.0277283,0.231,3.375403424886503,1.4857899818007085,-9.419659323844927,-2.2434488120211724,113.63618816050872,0.458257569495584,0.6601886522834012
5027,192.1848981,64.8552755,84.5362,0.97,5770.0,0.05106,0.027,86.4,1.9,1216.0,4.1727,-0.027,3.3542592444547945,1.1319380947630118,-35.11073259266811,-7.581522622003733,76.5253296757237,,
5028,192.1848981,64.8552755,84.5362,0.97,5770.0,0.0669,0.11,88.8,2.879,1062.0,6.2574,-0.027,3.3542592444547945,1.1319380947630118,-35.11073259266811,-7.581522622003733,76.5253296757237,,
5029,192.1848981,64.8552755,84.5362,0.97,5770.0,0.1062,0.042,89.2,4.627,843.0,12.5199,-0.027,3.3542592444547945,1.1319380947630118,-35.11073259266811,-7.581522622003733,76.5253296757237,,
5030,192.1848981,64.8552755,84.5362,0.97,5770.0,0.14,0.0425,89.2,2.639,737.0,18.801,-0.027,3.3542592444547945,1.1319380947630118,-35.11073259266811,-7.581522622003733,76.5253296757237,,
5031,192.1848981,64.8552755,84.5362,0.97,5770.0,0.174,0.001,89.3,3.736,658.0,26.321,-0.027,3.3542592444547945,1.1319380947630118,-35.11073259266811,-7.581522622003733,76.5253296757237,,
5032,192.1848981,64.8552755,84.5362,0.97,5770.0,0.229,0.04,89.5,2.53,574.0,39.545,-0.027,3.3542592444547945,1.1319380947630118,-35.11073259266811,-7.581522622003733,76.5253296757237,,
5033,197.6830975,70.7680117,132.353,0.93,5350.0,0.0696,0.023,87.228,9.19,868.0,7.06466,-0.169,3.4502209269159714,1.2351348092548697,-41.536389020899314,-13.24245249563172,124.966725363216,,
5034,209.2171751,68.6182106,94.6375,0.78,5158.0,0.08,0.0,,2.506,714.0,8.953458,-0.403,3.6515285572164964,1.1976137017968738,-30.11340041313896,-16.841658997310624,88.12376548937449,,
5035,214.5557741,82.1937642,72.0238,0.74,4804.0,0.082,0.0,,3.036,638.0,9.686753,-0.577,3.7447046872101737,1.4345518098978431,-8.056631230823486,-5.548724151176444,71.35636005251858,,
5036,297.2158166,64.3543506,302.819,1.96,6054.0,0.0364,0.011,87.0,17.026,1942.0,2.103189,0.642,5.187394588673618,1.1231953059527884,59.94003151290838,-116.55153652043323,272.9876896820765,0.7639609699692541,1.1006001793189846
5037,272.2045196,60.6787845,58.5946,0.7,4617.0,0.056,0.0,,2.41,715.0,5.748432,-0.701,4.750865105829439,1.059044575633101,1.1037649379318881,-28.672850909796136,51.08792883672615,,
5038,167.8214811,69.9647749,149.667,0.96,5394.0,0.034,0.0,83.98,8.717,1264.0,2.3106446,-0.151,2.929037400768435,1.2211156824216864,-50.121630111188914,10.817011786428049,140.60947813006575,,
5039,166.8806581,61.3525723,248.427,1.45,5710.0,0.04988,0.03,,10.514,1486.0,3.671463,0.304,2.9126169417399446,1.0708043912028702,-115.99189572480462,27.033439865181947,218.01616358477102,0.5257029925382167,0.7573538840333344
5040,42.2476999,-14.5372835,37.8871,0.51,3476.0,0.0287,0.0,88.11,2.415,703.0,2.4919863,-1.469,0.7373614646494792,-0.25372346137084506,27.147842646622955,24.657375108120693,-9.510038844380698,,
5041,332.9482355,-58.946085,62.118,0.33,3403.0,0.0392,0.0,88.4,2.72,471.0,5.07803,-1.854,5.811042948180469,-1.0288032644104417,28.537567671706988,-14.573108113975225,-53.21538945907597,,
5042,107.9210254,-65.5088568,138.411,1.03,5592.0,0.387,0.21,89.75,2.91,440.0,91.68278,-0.017,1.8835772253584304,-1.1433452403774766,-17.655739059911603,54.59471411723778,-125.95752057620612,,
5043,37.1978356,-80.8991053,37.3312,0.4,3326.0,0.0355,,89.19,2.104,541.0,4.1782745,-1.697,0.6492247058355604,-1.411955749402595,4.703489534261348,3.5698628330648887,-36.861250100806345,,
5044,37.1978356,-80.8991053,37.3312,0.4,3326.0,,0.0,,2.884,303.0,17.945466,-1.697,0.6492247058355604,-1.411955749402595,4.703489534261348,3.5698628330648887,-36.861250100806345,,
5045,186.7673635,-72.4518501,100.641,0.56,3072.0,0.0886,,88.571,9.572,244.0,27.36397,-2.6,3.25970542834408,-1.264523333406383,-30.13257048554794,-3.575684677277193,-95.95756122381484,,
5046,156.74726,-52.4678724,27.6227,0.48,3553.0,0.1288,0.087,89.73,3.65,330.0,24.245586,-1.487,2.7357557804796073,-0.9157371248962592,-15.461027189930872,6.643457375666936,-21.905128797154212,,
5047,152.2182549,69.2766204,39.6345,0.62,3997.0,0.03845,0.049,88.9,1.69,775.0,3.444714,-1.054,2.656709729644992,1.2091051206342711,-12.408266443120908,6.537085247894756,37.07013664107912,,
5048,256.279559,69.519093,102.551,0.72,4722.0,0.061,0.0,,2.376,715.0,6.4003,-0.629,4.472922110109066,1.2133370658501423,-8.510688025499249,-34.85819408905184,96.06863221251052,,
5049,251.1158702,70.4299917,169.422,0.86,5151.0,0.049,,87.9,3.01,955.0,4.30744,-0.316,4.3827987390007115,1.2292352473172785,-18.367221822056,-53.69479228067978,159.63498528979804,,
5050,251.1158702,70.4299917,169.422,0.86,5213.0,0.061,0.0,89.3,2.451,862.0,5.904137,-0.301,4.3827987390007115,1.2292352473172785,-18.367221822056,-53.69479228067978,159.63498528979804,,
5051,251.1158702,70.4299917,169.422,0.86,5213.0,0.132,0.0,89.5,3.431,588.0,18.654874,-0.301,4.3827987390007115,1.2292352473172785,-18.367221822056,-53.69479228067978,159.63498528979804,,
5052,251.1158702,70.4299917,169.422,0.86,5213.0,0.212,0.0,89.3,3.514,464.0,37.92548,-0.301,4.3827987390007115,1.2292352473172785,-18.367221822056,-53.69479228067978,159.63498528979804,,
5053,259.0235918,63.1056072,168.735,0.87,5205.0,0.051,0.0,,6.808,952.0,4.3601561,-0.3,4.520814517251786,1.1014006221102397,-14.532996675765343,-74.93049524661181,150.48492653657934,,
5054,200.5615762,66.3085331,139.49,0.98,5497.0,0.109,0.0,,3.271,727.0,13.079151,-0.101,3.500459857679497,1.1573022247626426,-52.47810735434013,-19.68506877309491,127.73412392898335,,
5055,23.5934253,-66.6763495,111.059,0.85,5320.0,0.05186,0.194,88.92,2.726,1037.0,4.65382,-0.285,0.4117829533083309,-1.163721831985475,40.29539472799777,17.599118883315434,-101.98359504962443,,
5056,23.5934253,-66.6763495,111.059,0.85,5320.0,0.0814,0.066,88.54,2.759,828.0,9.15059,-0.285,0.4117829533083309,-1.163721831985475,40.29539472799777,17.599118883315434,-101.98359504962443,,
5057,23.5934253,-66.6763495,111.059,0.85,5320.0,0.137,0.168,88.795,2.93,638.0,19.98,-0.285,0.4117829533083309,-1.163721831985475,40.29539472799777,17.599118883315434,-101.98359504962443,,
5058,282.1001665,79.2564761,118.106,0.71,4775.0,0.0407,0.0,89.7,11.456,963.0,3.477978,-0.59,4.923576725849208,1.3832864614731946,4.615128075671463,-21.5273438861365,116.03577592300218,,
5059,157.1440712,65.8541986,73.5977,0.67,4227.0,0.0367,0.0,89.03,2.41,871.0,3.127463,-0.889,2.7426814424283967,1.1493725918322404,-27.74209802573321,11.693582681507252,67.1584511918743,,
5060,157.1440712,65.8541986,73.5977,0.67,4227.0,0.0657,0.0,87.97,2.76,651.0,7.493134,-0.889,2.7426814424283967,1.1493725918322404,-27.74209802573321,11.693582681507252,67.1584511918743,,
5061,157.1440712,65.8541986,73.5977,0.67,4227.0,0.1116,0.0,89.14,3.12,499.0,16.608164,-0.889,2.7426814424283967,1.1493725918322404,-27.74209802573321,11.693582681507252,67.1584511918743,,
5062,197.9965833,65.8336973,36.0118,0.44,3618.0,0.0728,0.22,89.13,2.62,425.0,10.894841,-1.538,3.4556922862842194,1.149014776646301,-14.02145576499775,-4.554922755740463,32.85576351508893,,
5063,197.9965833,65.8336973,36.0118,0.44,3618.0,0.1047,0.34,89.15,2.13,354.0,18.801611,-1.538,3.4556922862842194,1.149014776646301,-14.02145576499775,-4.554922755740463,32.85576351508893,,
5064,198.3885831,62.3053799,109.557,0.92,5300.0,0.0711,0.105,88.63,9.1,919.0,8.1577094,-0.288,3.462533973461379,1.0874340209608953,-48.317682914165,-16.06246119200461,97.0058508919001,,
5065,249.6966397,64.559181,172.138,0.85,5499.0,0.0496,0.0,,2.401,1005.0,4.2529913,-0.22,4.358028493930986,1.1267702708409653,-25.658848090422584,-69.35237913965543,155.44568847781565,,
5066,199.1962036,49.8610591,137.572,0.79,5065.0,0.0417,0.35,,4.132,975.0,3.31599,-0.426,3.4766296102929815,0.8702396498264806,-83.75383357436168,-29.159948337867803,105.17151685951389,,
